1	4 
2	3 
3	3 
4	3 
5	2 
6	1 
7	1 
8	4 
9	2 
10	2 
11	4 
12	1 
13	3 
14	2 
15	1 
16	1 
17	4 
18	4 
19	2 
20	2 
21	2 
22	3 
23	2 
24	1 
25	2 
26	3 
27	2 
28	3 
29	1 
30	2 
31	4 
32	1 
33	3 
34	4 
35	4 
36	3 
37	1 
38	2 
39	3 
40	1 
41	3 
42	1 
43	4 
44	4 
45	4 
46	4 
47	3 
48	4 
49	1 
50	1 
51	3 
52	1 
53	1 
54	2 
55	3 
56	2 
57	1 
58	1 
59	4 
60	1 
61	4 
62	2 
63	1 
64	4 
65	4 
66	1 
67	2 
68	3 
69	3 
70	2 
71	4 
72	4 
73	4 
74	3 
75	1 
76	2 
77	1 
78	1 
79	4 
80	2 
81	3 
82	4 
83	1 
84	2 
85	4 
86	2 
87	1 
88	3 
89	3 
90	2 
91	1 
92	1 
93	4 
94	3 
95	4 
96	4 
97	2 
98	2 
99	1 
100	3 
101	2 
102	3 
103	4 
104	3 
105	2 
106	3 
107	1 
108	2 
109	2 
110	3 
111	2 
112	1 
113	3 
114	4 
115	3 
116	1 
117	2 
118	2 
119	2 
120	3 
121	4 
122	3 
123	3 
124	4 
125	3 
126	4 
127	4 
128	1 
